date,rain_sum_7d,snow_var_7d,min_temp_2d,max_temp_2d,neg_rate_7d
2019-05-06,22.3,-0.0,-1.7,-0.8,0.43
2019-05-07,22.5,-0.0,-0.8,2.6,0.57
2019-05-08,22.6,-0.0,2.6,5.3,0.43
2019-05-09,18.0,-0.0,3.9,5.3,0.43
2019-05-10,5.5,-0.0,3.2,3.9,0.43
2019-05-11,9.5,-0.0,3.2,6.7,0.43
2019-05-12,14.3,-0.0,6.7,7.5,0.29
2019-05-13,14.3,-0.0,5.9,7.5,0.14
2019-05-14,14.1,-0.0,4.3,5.9,0.0
2019-05-15,14.1,-0.0,4.3,6.5,0.0
2019-05-16,14.1,-0.0,4.1,6.5,0.0
2019-05-17,14.1,-0.0,4.1,4.4,0.0
2019-05-18,10.1,-0.0,4.4,6.3,0.0
2019-05-19,0.1,-0.0,6.3,8.3,0.0
2019-05-20,0.1,-0.0,8.3,11.5,0.0
2019-05-21,0.6,-0.0,11.5,13.6,0.0
2019-05-22,0.5,-0.0,13.6,15.2,0.0
2019-05-23,0.6,-0.0,14.6,15.2,0.0
2019-05-24,1.2,-0.0,9.7,14.6,0.0
2019-05-25,3.2,-0.0,8.3,9.7,0.0
2019-05-26,4.3,-0.0,8.3,8.4,0.0
2019-05-27,18.9,-0.0,7.7,8.4,0.0
2019-05-28,19.1,-0.0,7.7,8.4,0.0
2019-05-29,23.8,-0.0,8.4,9.0,0.0
2019-05-30,23.7,-0.0,9.0,10.7,0.0
2019-05-31,27.4,-0.0,5.9,10.7,0.0
2019-06-01,25.4,-0.0,5.9,8.4,0.0
2019-06-02,27.3,-0.0,7.3,8.4,0.0
2019-06-03,12.7,-0.0,7.3,9.8,0.0
2019-06-04,21.7,-0.0,6.2,9.8,0.0
2019-06-05,17.0,-0.0,6.2,12.7,0.0
2019-06-06,17.1,-0.0,12.7,12.8,0.0
2019-06-07,12.8,-0.0,12.8,14.6,0.0
2019-06-08,12.8,-0.0,14.6,18.5,0.0
2019-06-09,11.6,-0.0,17.9,18.5,0.0
2019-06-10,11.6,-0.0,16.5,17.9,0.0
2019-06-11,1.9,-0.0,13.0,16.5,0.0
2019-06-12,1.9,-0.0,11.8,13.0,0.0
2019-06-13,1.8,-0.0,11.8,12.4,0.0
2019-06-14,2.4,-0.0,12.4,12.4,0.0
2019-06-15,2.4,-0.0,12.4,12.8,0.0
2019-06-16,0.6,-0.0,12.8,13.2,0.0
2019-06-17,0.6,-0.0,11.8,13.2,0.0
2019-06-18,0.6,-0.0,11.8,13.4,0.0
2019-06-19,0.6,-0.0,13.4,13.7,0.0
2019-06-20,0.6,-0.0,13.3,13.7,0.0
2019-06-21,-0.0,-0.0,13.3,14.8,0.0
2019-06-22,-0.0,-0.0,14.8,17.5,0.0
2019-06-23,0.5,-0.0,13.8,17.5,0.0
2019-06-24,0.5,-0.0,12.1,13.8,0.0
2019-06-25,0.5,-0.0,12.1,13.6,0.0
2019-06-26,1.6,-0.0,10.3,13.6,0.0
2019-06-27,4.2,-0.0,10.3,12.7,0.0
2019-06-28,4.6,-0.0,12.7,13.4,0.0
2019-06-29,4.6,-0.0,10.4,13.4,0.0
2019-06-30,4.1,-0.0,9.8,10.4,0.0
2019-07-01,4.1,-0.0,9.8,13.4,0.0
2019-07-02,4.1,-0.0,13.4,16.0,0.0
2019-07-03,13.0,-0.0,12.5,16.0,0.0
2019-07-04,10.4,-0.0,11.7,12.5,0.0
2019-07-05,25.2,-0.0,9.3,11.7,0.0
2019-07-06,37.6,-0.0,9.3,10.8,0.0
2019-07-07,42.3,-0.0,10.0,10.8,0.0
2019-07-08,43.5,-0.0,9.7,10.0,0.0
2019-07-09,53.9,-0.0,9.7,12.6,0.0
2019-07-10,43.9,-0.0,11.3,12.6,0.0
2019-07-11,43.9,-0.0,11.3,12.0,0.0
2019-07-12,29.4,-0.0,11.2,12.0,0.0
2019-07-13,17.0,-0.0,8.0,11.2,0.0
2019-07-14,12.3,-0.0,8.0,12.7,0.0
2019-07-15,11.1,-0.0,10.9,12.7,0.0
2019-07-16,1.4,-0.0,10.9,12.4,0.0
2019-07-17,9.4,-0.0,12.4,14.2,0.0
2019-07-18,9.4,-0.0,11.3,14.2,0.0
2019-07-19,8.7,-0.0,11.3,11.6,0.0
2019-07-20,8.7,-0.0,11.6,14.4,0.0
2019-07-21,8.7,-0.0,12.4,14.4,0.0
2019-07-22,8.7,-0.0,12.4,13.9,0.0
2019-07-23,8.0,-0.0,13.9,17.3,0.0
2019-07-24,-0.0,-0.0,16.1,17.3,0.0
2019-07-25,-0.0,-0.0,15.2,16.1,0.0
2019-07-26,-0.0,-0.0,15.2,18.2,0.0
2019-07-27,-0.0,-0.0,16.7,18.2,0.0
2019-07-28,-0.0,-0.0,16.7,18.5,0.0
2019-07-29,-0.0,-0.0,18.5,20.0,0.0
2019-07-30,-0.0,-0.0,16.5,20.0,0.0
2019-07-31,-0.0,-0.0,10.6,16.5,0.0
2019-08-01,-0.0,-0.0,10.6,11.1,0.0
2019-08-02,-0.0,-0.0,11.1,11.2,0.0
2019-08-03,-0.0,-0.0,9.6,11.2,0.0
2019-08-04,-0.0,-0.0,8.9,9.6,0.0
2019-08-05,-0.0,-0.0,6.4,8.9,0.0
2019-08-06,-0.0,-0.0,6.4,8.2,0.0
2019-08-07,0.5,-0.0,8.2,11.8,0.0
2019-08-08,2.3,-0.0,11.8,14.2,0.0
2019-08-09,2.3,-0.0,13.0,14.2,0.0
2019-08-10,2.3,-0.0,13.0,13.5,0.0
2019-08-11,2.3,-0.0,11.4,13.5,0.0
2019-08-12,10.2,-0.0,11.4,16.1,0.0
2019-08-13,10.2,-0.0,16.1,16.8,0.0
2019-08-14,10.5,-0.0,15.2,16.8,0.0
2019-08-15,8.8,-0.0,15.2,15.2,0.0
2019-08-16,9.0,-0.0,13.9,15.2,0.0
2019-08-17,9.0,-0.0,12.4,13.9,0.0
2019-08-18,9.0,-0.0,12.4,16.5,0.0
2019-08-19,2.8,-0.0,16.5,16.8,0.0
2019-08-20,6.8,-0.0,15.8,16.8,0.0
2019-08-21,6.0,-0.0,14.4,15.8,0.0
2019-08-22,5.9,-0.0,14.4,15.5,0.0
2019-08-23,46.3,-0.0,12.1,15.5,0.0
2019-08-24,55.7,-0.0,12.1,12.7,0.0
2019-08-25,55.7,-0.0,12.7,13.2,0.0
2019-08-26,54.0,-0.0,9.6,13.2,0.0
2019-08-27,50.0,-0.0,9.6,15.2,0.0
2019-08-28,50.1,-0.0,13.5,15.2,0.0
2019-08-29,50.1,-0.0,12.8,13.5,0.0
2019-08-30,12.9,-0.0,12.8,16.3,0.0
2019-08-31,3.5,-0.0,16.3,17.3,0.0
2019-09-01,3.5,-0.0,14.0,17.3,0.0
2019-09-02,3.6,-0.0,14.0,14.3,0.0
2019-09-03,11.4,-0.0,14.1,14.3,0.0
2019-09-04,11.3,-0.0,12.5,14.1,0.0
2019-09-05,11.3,-0.0,10.8,12.5,0.0
2019-09-06,11.9,-0.0,10.8,11.9,0.0
2019-09-07,12.5,-0.0,11.9,13.2,0.0
2019-09-08,15.4,-0.0,9.3,13.2,0.0
2019-09-09,16.0,-0.0,9.3,12.1,0.0
2019-09-10,13.0,-0.0,12.1,14.3,0.0
2019-09-11,13.0,-0.0,14.3,15.4,0.0
2019-09-12,15.2,-0.0,14.7,15.4,0.0
2019-09-13,12.1,-0.0,14.2,14.7,0.0
2019-09-14,18.1,-0.0,10.3,14.2,0.0
2019-09-15,25.2,-0.0,7.4,10.3,0.0
2019-09-16,33.5,-0.0,6.7,7.4,0.0
2019-09-17,29.1,-0.0,6.7,7.2,0.0
2019-09-18,29.1,-0.0,4.7,7.2,0.0
2019-09-19,27.0,-0.0,4.7,5.6,0.0
2019-09-20,27.1,-0.0,0.9,5.6,0.0
2019-09-21,22.2,-0.0,0.6,0.9,0.0
2019-09-22,13.7,-0.0,0.6,5.5,0.0
2019-09-23,4.7,-0.0,3.2,5.5,0.0
2019-09-24,4.3,-0.0,-0.4,3.2,0.0
2019-09-25,7.5,-0.0,-0.4,3.2,0.14
2019-09-26,7.9,-0.0,3.2,6.7,0.14
2019-09-27,6.9,-0.0,2.6,6.7,0.14
2019-09-28,5.2,-0.0,2.6,3.6,0.14
2019-09-29,6.0,-0.0,3.6,9.1,0.14
2019-09-30,6.5,-0.0,9.1,10.4,0.14
2019-10-01,14.9,-0.0,10.4,11.1,0.14
2019-10-02,14.3,-0.0,4.2,11.1,0.0
2019-10-03,14.0,-0.0,3.3,4.2,0.0
2019-10-04,16.5,-0.0,3.1,3.3,0.0
2019-10-05,17.4,-0.0,1.3,3.1,0.0
2019-10-06,15.1,-0.0,-0.9,1.3,0.0
2019-10-07,14.6,-0.0,-0.9,-0.5,0.14
2019-10-08,6.6,-0.0,-0.5,2.0,0.29
2019-10-09,4.0,-0.0,1.9,2.0,0.29
2019-10-10,5.0,-0.0,1.2,1.9,0.29
2019-10-11,3.6,-0.0,1.2,4.2,0.29
2019-10-12,33.7,-0.0,4.2,5.3,0.29
2019-10-13,34.7,-0.0,5.3,7.5,0.29
2019-10-14,36.9,-0.0,5.4,7.5,0.14
2019-10-15,46.7,-0.0,1.7,5.4,0.0
2019-10-16,47.5,-0.0,-1.9,1.7,0.0
2019-10-17,46.5,-0.0,-1.9,4.6,0.14
2019-10-18,51.0,-0.0,4.2,4.6,0.14
2019-10-19,23.0,-0.0,4.2,4.6,0.14
2019-10-20,24.5,-0.0,4.6,10.0,0.14
2019-10-21,34.2,-0.0,7.7,10.0,0.14
2019-10-22,24.2,-0.0,4.0,7.7,0.14
2019-10-23,23.5,-0.0,2.5,4.0,0.14
2019-10-24,23.3,-0.0,2.5,7.1,0.0
2019-10-25,17.7,-0.0,7.1,9.7,0.0
2019-10-26,15.7,-0.0,9.1,9.7,0.0
2019-10-27,26.0,-0.0,5.4,9.1,0.0
2019-10-28,23.3,-0.0,0.8,5.4,0.0
2019-10-29,24.1,-0.0,-0.4,0.8,0.0
2019-10-30,24.0,-0.0,-4.4,-0.4,0.14
2019-10-31,24.0,-0.0,-4.5,-4.4,0.29
2019-11-01,24.0,-0.0,-4.5,-0.4,0.43
2019-11-02,23.0,-0.0,-1.2,-0.4,0.57
2019-11-03,14.7,-0.0,-1.4,-1.2,0.71
2019-11-04,5.5,-0.0,-1.4,0.7,0.86
2019-11-05,4.5,-0.0,-1.9,0.7,0.86
2019-11-06,4.5,-0.0,-2.9,-1.9,0.86
2019-11-07,4.7,-0.0,-4.4,-2.9,0.86
2019-11-08,5.2,0.14,-4.4,-4.2,0.86
2019-11-09,6.5,0.24,-4.2,-1.2,0.86
2019-11-10,6.9,0.24,-1.2,4.5,0.86
2019-11-11,15.4,0.24,4.5,5.5,0.71
2019-11-12,15.4,0.24,-1.0,5.5,0.71
2019-11-13,29.1,0.24,-1.5,-1.0,0.71
2019-11-14,49.8,0.24,-1.5,4.9,0.71
2019-11-15,52.2,0.14,4.9,6.1,0.57
2019-11-16,50.9,-0.0,-0.2,6.1,0.43
2019-11-17,46.1,-0.0,-1.5,-0.2,0.43
2019-11-18,37.6,-0.0,-1.5,1.9,0.57
2019-11-19,38.3,-0.0,1.9,3.9,0.57
2019-11-20,24.6,-0.0,3.9,6.0,0.43
2019-11-21,3.7,-0.0,5.2,6.0,0.29
2019-11-22,0.9,-0.0,3.1,5.2,0.29
2019-11-23,0.9,-0.0,-0.2,3.1,0.29
2019-11-24,0.8,-0.0,-0.3,-0.2,0.29
2019-11-25,0.8,-0.0,-1.0,-0.3,0.29
2019-11-26,0.1,-0.0,-3.1,-1.0,0.43
2019-11-27,1.9,-0.0,-3.1,0.7,0.57
2019-11-28,8.8,-0.0,0.7,1.4,0.57
2019-11-29,25.7,-0.0,1.4,2.4,0.57
2019-11-30,33.3,-0.0,-0.5,2.4,0.57
2019-12-01,33.3,-0.0,-5.8,-0.5,0.57
2019-12-02,33.3,0.57,-5.8,-4.9,0.57
2019-12-03,33.3,0.95,-4.9,-3.8,0.57
2019-12-04,31.5,1.14,-4.7,-3.8,0.57
2019-12-05,24.6,1.14,-4.7,-0.1,0.71
2019-12-06,7.9,1.14,-0.1,2.3,0.86
2019-12-07,5.6,1.14,2.3,4.6,0.86
2019-12-08,11.8,1.14,4.0,4.6,0.71
2019-12-09,22.3,0.95,0.9,4.0,0.57
2019-12-10,30.2,0.57,0.9,2.8,0.43
2019-12-11,30.2,0.57,-5.3,2.8,0.29
2019-12-12,32.6,0.62,-5.8,-5.3,0.29
2019-12-13,33.4,0.62,-5.8,0.2,0.29
2019-12-14,28.7,0.62,0.2,0.5,0.29
2019-12-15,33.7,0.62,0.5,1.6,0.29
2019-12-16,28.5,0.62,0.6,1.6,0.29
2019-12-17,29.6,0.62,0.6,2.2,0.29
2019-12-18,35.2,0.24,2.2,2.2,0.29
2019-12-19,50.2,0.14,1.7,2.2,0.14
2019-12-20,49.2,-0.0,-0.1,1.7,0.0
2019-12-21,48.8,-0.0,-0.4,-0.1,0.14
2019-12-22,37.6,-0.0,-0.4,2.4,0.29
2019-12-23,33.8,-0.0,2.4,2.6,0.29
2019-12-24,25.1,-0.0,2.6,3.8,0.29
2019-12-25,26.5,-0.0,2.4,3.8,0.29
2019-12-26,9.1,-0.0,0.7,2.4,0.29
2019-12-27,9.1,-0.0,-0.1,0.7,0.29
2019-12-28,8.9,-0.0,-4.5,-0.1,0.29
2019-12-29,8.9,-0.0,-8.4,-4.5,0.29
2019-12-30,7.8,-0.0,-8.4,-8.4,0.43
2019-12-31,7.7,-0.0,-8.4,3.9,0.57
2020-01-01,0.7,-0.0,-1.9,3.9,0.57
2020-01-02,0.7,-0.0,-2.6,-1.9,0.71
2020-01-03,0.6,-0.0,-2.6,1.8,0.86
2020-01-04,1.8,-0.0,1.8,4.3,0.71
2020-01-05,1.8,-0.0,0.7,4.3,0.57
2020-01-06,5.7,-0.0,-4.9,0.7,0.43
2020-01-07,6.7,3.57,-4.9,-3.2,0.43
2020-01-08,8.6,3.57,-3.2,2.4,0.57
2020-01-09,10.1,3.57,2.4,4.2,0.43
2020-01-10,10.1,3.57,0.1,4.2,0.29
2020-01-11,8.9,3.57,-3.6,0.1,0.29
2020-01-12,17.7,3.57,-4.9,-3.6,0.43
2020-01-13,13.6,3.57,-4.9,2.7,0.57
2020-01-14,12.4,-0.0,-0.2,2.7,0.43
2020-01-15,16.3,-0.0,-0.2,1.6,0.43
2020-01-16,23.1,-0.0,1.6,2.8,0.43
2020-01-17,23.1,-0.0,2.8,3.9,0.43
2020-01-18,23.1,-0.0,2.3,3.9,0.43
2020-01-19,17.2,-0.0,1.8,2.3,0.29
2020-01-20,17.0,-0.0,1.8,2.0,0.14
2020-01-21,17.0,-0.0,1.0,2.0,0.14
2020-01-22,11.7,-0.0,1.0,2.9,0.0
2020-01-23,3.4,-0.0,-1.2,2.9,0.0
2020-01-24,3.4,-0.0,-3.6,-1.2,0.14
2020-01-25,3.5,-0.0,-3.6,0.3,0.29
2020-01-26,1.6,-0.0,-1.0,0.3,0.29
2020-01-27,2.3,-0.0,-1.7,-1.0,0.43
2020-01-28,10.2,-0.0,-1.7,-1.0,0.57
2020-01-29,14.1,-0.0,-1.0,1.2,0.71
2020-01-30,22.8,-0.0,0.7,1.2,0.71
2020-01-31,29.8,-0.0,0.7,0.9,0.57
2020-02-01,29.8,-0.0,0.8,0.9,0.43
2020-02-02,36.8,-0.0,0.8,1.6,0.43
2020-02-03,36.9,-0.0,1.6,1.6,0.29
2020-02-04,29.0,-0.0,-1.8,1.6,0.14
2020-02-05,24.6,-0.0,-6.1,-1.8,0.14
2020-02-06,15.9,-0.0,-7.6,-6.1,0.29
2020-02-07,8.9,-0.0,-7.6,-5.8,0.43
2020-02-08,9.8,-0.0,-8.3,-5.8,0.57
2020-02-09,2.3,0.57,-8.3,-0.3,0.71
2020-02-10,9.5,0.57,-0.3,2.0,0.86
2020-02-11,13.4,0.57,2.0,3.0,0.86
2020-02-12,26.9,0.57,1.9,3.0,0.71
2020-02-13,30.5,0.57,0.3,1.9,0.57
2020-02-14,30.5,0.57,0.3,0.7,0.43
2020-02-15,29.6,0.57,-2.5,0.7,0.29
2020-02-16,34.6,-0.0,-2.9,-2.5,0.29
2020-02-17,65.1,-0.0,-2.9,2.6,0.29
2020-02-18,63.1,-0.0,2.6,3.8,0.29
2020-02-19,49.6,-0.0,3.8,4.5,0.29
2020-02-20,46.4,-0.0,2.5,4.5,0.29
2020-02-21,46.8,-0.0,-0.4,2.5,0.29
2020-02-22,47.7,-0.0,-0.4,0.0,0.43
2020-02-23,60.6,-0.0,0.0,1.5,0.29
2020-02-24,22.1,-0.0,1.5,1.5,0.14
2020-02-25,20.2,-0.0,0.0,1.5,0.14
2020-02-26,20.2,-0.0,-4.3,0.0,0.14
2020-02-27,19.8,-0.0,-4.3,-2.6,0.29
2020-02-28,19.4,-0.0,-6.5,-2.6,0.43
2020-02-29,18.4,-0.0,-7.3,-6.5,0.43
2020-03-01,2.9,-0.0,-9.2,-7.3,0.57
2020-03-02,17.4,-0.0,-9.2,0.2,0.71
2020-03-03,17.6,-0.0,0.2,2.3,0.71
2020-03-04,17.7,-0.0,0.3,2.3,0.71
2020-03-05,30.4,-0.0,0.3,0.4,0.57
2020-03-06,33.2,-0.0,0.4,1.8,0.43
2020-03-07,33.2,-0.0,0.6,1.8,0.29
2020-03-08,30.3,-0.0,-2.2,0.6,0.14
2020-03-09,15.9,-0.0,-2.9,-2.2,0.14
2020-03-10,18.2,-0.0,-2.9,2.4,0.29
2020-03-11,23.8,-0.0,2.4,2.9,0.29
2020-03-12,20.0,-0.0,2.8,2.9,0.29
2020-03-13,25.8,-0.0,2.5,2.8,0.29
2020-03-14,25.8,-0.0,-0.6,2.5,0.29
2020-03-15,25.8,-0.0,-5.6,-0.6,0.43
2020-03-16,28.4,-0.0,-5.6,-5.0,0.43
2020-03-17,26.5,-0.0,-5.0,1.3,0.43
2020-03-18,20.8,-0.0,-4.4,1.3,0.43
2020-03-19,14.3,-0.0,-4.4,3.4,0.57
2020-03-20,5.7,-0.0,0.8,3.4,0.57
2020-03-21,5.7,-0.0,-1.0,0.8,0.57
2020-03-22,7.4,-0.0,-6.1,-1.0,0.57
2020-03-23,4.7,-0.0,-6.7,-6.1,0.57
2020-03-24,4.1,-0.0,-6.7,-1.5,0.57
2020-03-25,4.1,-0.0,-1.5,1.6,0.71
2020-03-26,1.7,-0.0,1.6,2.9,0.57
2020-03-27,1.7,-0.0,2.7,2.9,0.57
2020-03-28,1.7,-0.0,0.8,2.7,0.57
2020-03-29,-0.0,-0.0,0.8,1.8,0.43
2020-03-30,-0.0,-0.0,-2.7,1.8,0.29
2020-03-31,-0.0,-0.0,-4.2,-2.7,0.29
2020-04-01,0.6,-0.0,-6.4,-4.2,0.29
2020-04-02,1.5,-0.0,-6.4,0.5,0.43
2020-04-03,9.0,-0.0,0.5,0.8,0.43
2020-04-04,10.2,0.57,0.1,0.8,0.43
2020-04-05,10.2,0.57,-1.4,0.1,0.43
2020-04-06,10.4,0.57,-2.4,-1.4,0.57
2020-04-07,10.4,0.57,-2.4,1.7,0.57
2020-04-08,10.7,0.57,1.7,4.6,0.43
2020-04-09,9.8,0.57,1.8,4.6,0.29
2020-04-10,2.8,0.57,1.8,4.2,0.29
2020-04-11,1.6,-0.0,-1.0,4.2,0.29
2020-04-12,1.9,-0.0,-1.7,-1.0,0.43
2020-04-13,5.3,-0.0,-1.7,1.2,0.43
2020-04-14,6.1,-0.0,1.1,1.2,0.29
2020-04-15,9.1,-0.0,0.0,1.1,0.29
2020-04-16,23.9,0.14,-0.6,0.0,0.29
2020-04-17,26.6,2.24,-0.6,0.2,0.43
2020-04-18,26.6,2.24,0.2,0.5,0.43
2020-04-19,26.3,2.24,0.5,1.6,0.29
2020-04-20,22.7,2.24,1.6,1.9,0.14
2020-04-21,21.9,2.24,1.9,5.8,0.14
2020-04-22,18.0,2.24,5.0,5.8,0.14
2020-04-23,3.2,2.29,5.0,5.2,0.14
2020-04-24,-0.0,-0.0,1.9,5.2,0.0
2020-04-25,-0.0,-0.0,1.9,3.9,0.0
2020-04-26,-0.0,-0.0,-1.6,3.9,0.0
2020-04-27,-0.0,-0.0,-1.6,-1.3,0.14
2020-04-28,-0.0,-0.0,-1.3,0.3,0.29
2020-04-29,0.5,-0.0,0.3,3.1,0.29
2020-04-30,6.2,-0.0,1.1,3.1,0.29
2020-05-01,6.2,-0.0,-1.9,1.1,0.29
2020-05-02,6.2,-0.0,-1.9,2.7,0.43
2020-05-03,13.8,-0.0,2.7,5.9,0.43
2020-05-04,13.8,-0.0,5.9,6.9,0.29
2020-05-05,13.8,-0.0,4.4,6.9,0.14
2020-05-06,13.3,-0.0,2.4,4.4,0.14
2020-05-07,7.6,-0.0,2.4,6.3,0.14
2020-05-08,7.6,-0.0,2.6,6.3,0.14
2020-05-09,7.6,-0.0,2.4,2.6,0.0
2020-05-10,-0.0,-0.0,2.4,4.1,0.0
2020-05-11,0.8,-0.0,3.7,4.1,0.0
2020-05-12,12.6,-0.0,0.6,3.7,0.0
2020-05-13,13.6,-0.0,0.1,0.6,0.0
2020-05-14,15.2,-0.0,0.1,0.4,0.0
2020-05-15,22.6,-0.0,-0.3,0.4,0.0
2020-05-16,26.6,-0.0,-0.3,0.2,0.14
2020-05-17,30.8,-0.0,0.2,3.5,0.14
2020-05-18,30.1,-0.0,0.5,3.5,0.14
2020-05-19,18.9,-0.0,0.5,1.3,0.14
2020-05-20,19.5,-0.0,1.3,2.5,0.14
2020-05-21,17.9,-0.0,2.1,2.5,0.14
2020-05-22,10.5,-0.0,2.1,5.2,0.14
2020-05-23,6.5,-0.0,5.2,7.5,0.0
2020-05-24,2.3,-0.0,6.0,7.5,0.0
2020-05-25,2.2,-0.0,6.0,9.1,0.0
2020-05-26,1.7,-0.0,9.1,10.1,0.0
2020-05-27,1.1,-0.0,8.6,10.1,0.0
2020-05-28,9.6,-0.0,8.6,10.0,0.0
2020-05-29,9.6,-0.0,10.0,10.5,0.0
2020-05-30,9.6,-0.0,8.3,10.5,0.0
2020-05-31,9.6,-0.0,8.3,10.5,0.0
2020-06-01,9.6,-0.0,10.5,11.3,0.0
2020-06-02,9.5,-0.0,10.9,11.3,0.0
2020-06-03,8.5,-0.0,6.3,10.9,0.0
2020-06-04,-0.0,-0.0,6.3,6.6,0.0
2020-06-05,4.7,-0.0,6.6,11.1,0.0
2020-06-06,12.7,-0.0,10.9,11.1,0.0
2020-06-07,15.3,-0.0,10.9,11.2,0.0
2020-06-08,15.3,-0.0,11.0,11.2,0.0
2020-06-09,16.5,-0.0,11.0,13.5,0.0
2020-06-10,16.5,-0.0,12.7,13.5,0.0
2020-06-11,16.5,-0.0,11.7,12.7,0.0
2020-06-12,11.8,-0.0,11.7,14.3,0.0
2020-06-13,3.8,-0.0,13.2,14.3,0.0
2020-06-14,1.2,-0.0,10.9,13.2,0.0
2020-06-15,1.2,-0.0,10.6,10.9,0.0
2020-06-16,-0.0,-0.0,10.6,13.6,0.0
2020-06-17,0.5,-0.0,13.6,16.6,0.0
2020-06-18,25.5,-0.0,16.5,16.6,0.0
2020-06-19,25.5,-0.0,16.5,17.7,0.0
2020-06-20,25.5,-0.0,16.6,17.7,0.0
2020-06-21,25.5,-0.0,16.6,17.5,0.0
2020-06-22,25.5,-0.0,13.7,17.5,0.0
2020-06-23,25.5,-0.0,10.5,13.7,0.0
2020-06-24,25.0,-0.0,10.5,11.8,0.0
2020-06-25,-0.0,-0.0,11.8,15.3,0.0
2020-06-26,-0.0,-0.0,15.3,17.5,0.0
2020-06-27,-0.0,-0.0,16.9,17.5,0.0
2020-06-28,-0.0,-0.0,16.4,16.9,0.0
2020-06-29,-0.0,-0.0,16.4,18.7,0.0
2020-06-30,9.9,-0.0,17.2,18.7,0.0
2020-07-01,36.2,-0.0,13.1,17.2,0.0
2020-07-02,37.6,-0.0,13.1,14.8,0.0
2020-07-03,39.0,-0.0,13.0,14.8,0.0
2020-07-04,39.0,-0.0,13.0,13.8,0.0
2020-07-05,49.5,-0.0,13.7,13.8,0.0
2020-07-06,60.6,-0.0,13.1,13.7,0.0
2020-07-07,51.0,-0.0,13.1,15.0,0.0
2020-07-08,27.9,-0.0,13.1,15.0,0.0
2020-07-09,27.8,-0.0,11.8,13.1,0.0
2020-07-10,26.8,-0.0,10.4,11.8,0.0
2020-07-11,34.5,-0.0,10.4,11.9,0.0
2020-07-12,29.7,-0.0,11.9,13.0,0.0
2020-07-13,18.6,-0.0,10.7,13.0,0.0
2020-07-14,36.9,-0.0,10.7,12.4,0.0
2020-07-15,33.7,-0.0,8.8,12.4,0.0
2020-07-16,32.4,-0.0,8.8,10.0,0.0
2020-07-17,32.0,-0.0,10.0,11.5,0.0
2020-07-18,24.3,-0.0,11.5,13.4,0.0
2020-07-19,18.6,-0.0,13.4,15.8,0.0
2020-07-20,18.6,-0.0,15.5,15.8,0.0
2020-07-21,-0.0,-0.0,15.5,17.8,0.0
2020-07-22,-0.0,-0.0,16.1,17.8,0.0
2020-07-23,-0.0,-0.0,12.6,16.1,0.0
2020-07-24,1.7,-0.0,11.8,12.6,0.0
2020-07-25,5.4,-0.0,11.3,11.8,0.0
2020-07-26,6.9,-0.0,11.3,13.4,0.0
2020-07-27,6.9,-0.0,11.8,13.4,0.0
2020-07-28,14.8,-0.0,11.8,15.7,0.0
2020-07-29,22.2,-0.0,15.7,16.6,0.0
2020-07-30,37.2,-0.0,15.8,16.6,0.0
2020-07-31,35.5,-0.0,13.1,15.8,0.0
2020-08-01,31.8,-0.0,12.2,13.1,0.0
2020-08-02,30.3,-0.0,10.9,12.2,0.0
2020-08-03,31.3,-0.0,10.9,13.3,0.0
2020-08-04,31.7,-0.0,13.3,15.4,0.0
2020-08-05,24.6,-0.0,13.6,15.4,0.0
2020-08-06,9.7,-0.0,12.6,13.6,0.0
2020-08-07,9.7,-0.0,12.6,14.3,0.0
2020-08-08,9.7,-0.0,14.2,14.3,0.0
2020-08-09,9.7,-0.0,14.2,15.6,0.0
2020-08-10,8.7,-0.0,15.6,15.8,0.0
2020-08-11,0.4,-0.0,14.9,15.8,0.0
2020-08-12,0.1,-0.0,11.5,14.9,0.0
2020-08-13,4.7,-0.0,9.8,11.5,0.0
2020-08-14,4.7,-0.0,9.8,13.4,0.0
2020-08-15,4.7,-0.0,11.1,13.4,0.0
2020-08-16,4.7,-0.0,11.1,14.5,0.0
2020-08-17,4.7,-0.0,14.5,16.7,0.0
2020-08-18,4.7,-0.0,9.8,16.7,0.0
2020-08-19,4.7,-0.0,9.1,9.8,0.0
2020-08-20,-0.0,-0.0,9.1,14.5,0.0
2020-08-21,-0.0,-0.0,13.4,14.5,0.0
2020-08-22,1.9,-0.0,13.4,15.5,0.0
2020-08-23,15.7,-0.0,15.5,16.9,0.0
2020-08-24,36.2,-0.0,16.9,17.5,0.0
2020-08-25,44.2,-0.0,13.8,17.5,0.0
2020-08-26,44.5,-0.0,10.6,13.8,0.0
2020-08-27,45.3,-0.0,8.7,10.6,0.0
2020-08-28,45.3,-0.0,8.7,9.9,0.0
2020-08-29,43.4,-0.0,8.6,9.9,0.0
2020-08-30,41.8,-0.0,7.1,8.6,0.0
2020-08-31,24.2,-0.0,7.1,11.1,0.0
2020-09-01,17.2,-0.0,11.1,12.7,0.0
2020-09-02,16.9,-0.0,8.6,12.7,0.0
2020-09-03,16.1,-0.0,8.1,8.6,0.0
2020-09-04,17.1,-0.0,8.1,15.4,0.0
2020-09-05,20.7,-0.0,14.8,15.4,0.0
2020-09-06,19.2,-0.0,12.8,14.8,0.0
2020-09-07,23.0,-0.0,12.1,12.8,0.0
2020-09-08,23.2,-0.0,9.5,12.1,0.0
