,rainfall_mm,snow_depth_cm,air_temp,max_temp,min_temp,min_ground_temp
1457,4.5,-1.0,1.141095890410959,4.0278538812785385,-2.119634703196347,0.0
1458,2.5,3.0,1.1958904109589041,4.087214611872146,-2.0680365296803656,-0.2
1459,1.5,-1.0,1.2506849315068493,4.146575342465753,-2.0164383561643837,-0.2
1460,6.2,-1.0,1.3054794520547945,4.205936073059361,-1.9648401826484019,-0.4
1461,9.0,-1.0,1.3602739726027397,4.2652968036529675,-1.9132420091324203,1.6
1462,8.5,-1.0,1.415068493150685,4.324657534246575,-1.8616438356164384,1.6
1463,5.5,-1.0,1.4698630136986301,4.384018264840183,-1.8100456621004568,0.0
1464,4.7,-1.0,1.5246575342465754,4.44337899543379,-1.758447488584475,-0.8
1465,8.3,-1.0,1.5794520547945206,4.502739726027397,-1.7068493150684934,3.5
1466,2.1,-1.0,1.6342465753424658,4.562100456621004,-1.6552511415525115,0.1
1467,3.1,-1.0,1.689041095890411,4.621461187214612,-1.60365296803653,2.2
1468,3.4,-1.0,1.7438356164383562,4.680821917808219,-1.552054794520548,0.0
1469,5.3,5.0,1.7986301369863014,4.740182648401826,-1.5004566210045664,-2.7
1470,7.2,-1.0,1.8534246575342466,4.799543378995434,-1.4488584474885846,1.8
1471,-1.0,-1.0,1.9082191780821918,4.858904109589041,-1.3972602739726028,-1.1
1472,0.7,-1.0,1.963013698630137,4.918264840182648,-1.3456621004566212,-3.2
1473,-1.0,-1.0,2.017808219178082,4.977625570776255,-1.2940639269406393,-6.4
1474,16.3,0.0,2.0726027397260274,5.036986301369863,-1.2424657534246577,-9.7
1475,1.0,-1.0,2.127397260273973,5.09634703196347,-1.1908675799086759,0.0
1476,0.1,-1.0,2.182191780821918,5.1557077625570775,-1.1392694063926943,2.6
1477,0.0,-1.0,2.2369863013698628,5.215068493150685,-1.0876712328767124,0.3
1478,1.3,-1.0,2.291780821917808,5.274429223744292,-1.0360730593607306,-0.1
1479,35.0,-1.0,2.3465753424657536,5.333789954337899,-0.9844748858447492,-0.6
1480,4.2,5.0,2.4013698630136986,5.3931506849315065,-0.9328767123287673,-0.7
1481,5.2,4.0,2.4561643835616436,5.452511415525114,-0.8812785388127855,0.2
1482,10.0,10.0,2.510958904109589,5.511872146118721,-0.8296803652968037,-0.4
1483,1.3,6.0,2.5657534246575344,5.571232876712329,-0.7780821917808223,0.1
1484,-1.0,5.0,2.6205479452054794,5.630593607305936,-0.7264840182648404,-0.5
1485,3.5,5.0,2.6753424657534244,5.689954337899543,-0.6748858447488586,-4.7
1486,0.2,3.0,2.73013698630137,5.74931506849315,-0.6232876712328768,0.4
1487,3.6,3.0,2.7849315068493152,5.808675799086758,-0.5716894977168949,-0.4
1488,-1.0,-1.0,2.83972602739726,5.868036529680365,-0.5200913242009135,2.0
1489,-1.0,-1.0,2.894520547945205,5.927397260273972,-0.4684931506849317,-3.5
1490,7.6,-1.0,2.9493150684931506,5.986757990867579,-0.41689497716894985,-5.6
1491,-1.0,-1.0,3.004109589041096,6.046118721461188,-0.365296803652968,-2.6
1492,5.9,-1.0,3.058904109589041,6.105479452054794,-0.3136986301369866,-5.9
1493,7.8,-1.0,3.113698630136986,6.164840182648401,-0.2621004566210048,0.2
1494,1.1,-1.0,3.1684931506849314,6.224200913242009,-0.21050228310502295,-0.1
1495,3.7,-1.0,3.223287671232877,6.2835616438356166,-0.1589041095890411,0.8
1496,7.8,-1.0,3.278082191780822,6.342922374429223,-0.10730593607305972,1.7
1497,4.1,-1.0,3.332876712328767,6.40228310502283,-0.05570776255707788,0.9
1498,3.2,-1.0,3.3876712328767122,6.461643835616439,-0.00410958904109604,-0.5
1499,5.3,2.0,3.4424657534246577,6.5210045662100455,0.0474885844748858,-0.4
1500,0.1,-1.0,3.4972602739726026,6.580365296803652,0.09908675799086719,0.0
1501,1.0,-1.0,3.5520547945205476,6.63972602739726,0.15068493150684903,3.1
1502,3.2,-1.0,3.606849315068493,6.699086757990868,0.20228310502283087,1.2
1503,4.6,-1.0,3.6616438356164385,6.7584474885844745,0.2538812785388127,2.4
1504,0.6,-1.0,3.7164383561643834,6.817808219178081,0.30547945205479454,2.3
1505,0.1,-1.0,3.7712328767123284,6.877168949771689,0.35707762557077594,-5.7
1506,-1.0,-1.0,3.826027397260274,6.936529680365297,0.4086757990867578,-2.8
1507,-1.0,-1.0,3.8808219178082193,6.9958904109589035,0.4602739726027396,-3.4
1508,-1.0,0.0,3.9356164383561643,7.05525114155251,0.5118721461187214,-6.2
1509,-1.0,0.0,3.9904109589041092,7.114611872146119,0.5634703196347028,-8.8
1510,-1.0,0.0,4.045205479452054,7.173972602739726,0.6150684931506847,-6.2
1511,-1.0,0.0,4.1,7.2333333333333325,0.6666666666666665,-3.3
1512,-1.0,0.0,4.154794520547945,7.292694063926941,0.7182648401826484,-7.2
1513,-1.0,-1.0,4.20958904109589,7.352054794520548,0.7698630136986298,-6.5
1514,-1.0,-1.0,4.264383561643835,7.411415525114155,0.8214611872146116,-7.8
1515,5.0,-1.0,4.3191780821917805,7.4707762557077615,0.8730593607305934,-6.9
1516,2.7,9.0,4.373972602739725,7.53013698630137,0.9246575342465753,-6.75
1517,-1.0,12.0,4.42876712328767,7.589497716894977,0.9762557077625567,-6.6
1518,-1.0,10.0,4.483561643835616,7.648858447488584,1.027853881278539,-3.3
1519,0.9,9.0,4.538356164383561,7.708219178082192,1.0794520547945203,-6.6
1520,0.2,9.0,4.593150684931507,7.767579908675799,1.1310502283105017,-14.7
1521,4.3,8.0,4.647945205479451,7.826940639269406,1.182648401826484,-13.9
1522,20.8,10.0,4.702739726027397,7.886301369863013,1.2342465753424654,-3.8
1523,1.5,7.0,4.757534246575342,7.945662100456621,1.2858447488584477,-0.3
1524,0.2,-1.0,4.812328767123287,8.005022831050228,1.337442922374429,0.7
1525,0.4,-1.0,4.867123287671232,8.064383561643835,1.3890410958904105,1.2
1526,2.1,-1.0,4.9219178082191775,8.123744292237443,1.4406392694063928,-3.6
1527,0.3,-1.0,4.976712328767123,8.18310502283105,1.4922374429223741,-0.4
1528,0.7,-1.0,5.031506849315068,8.242465753424657,1.5438356164383555,-2.5
1529,3.8,0.0,5.086301369863013,8.301826484018264,1.5954337899543378,-6.0
1530,23.9,5.0,5.141095890410958,8.361187214611872,1.6470319634703192,-3.0
1531,-1.0,21.0,5.195890410958904,8.42054794520548,1.6986301369863015,-0.5
1532,-1.0,16.0,5.250684931506848,8.479908675799086,1.750228310502283,-7.0
1533,-1.0,15.0,5.305479452054794,8.539269406392693,1.8018264840182643,-13.5
1534,1.0,15.0,5.360273972602739,8.598630136986301,1.8534246575342466,-11.4
1535,3.8,17.0,5.4150684931506845,8.657990867579908,1.905022831050228,-11.1
1536,1.7,23.0,5.46986301369863,8.717351598173515,1.9566210045662102,-10.5
1537,0.5,24.0,5.5246575342465745,8.776712328767124,2.0082191780821916,-16.6
1538,-1.0,23.0,5.57945205479452,8.83607305936073,2.059817351598173,-7.6
1539,0.3,22.0,5.634246575342465,8.895433789954337,2.1114155251141553,-5.7
1540,0.5,22.0,5.68904109589041,8.954794520547944,2.1630136986301367,-8.6
1541,7.0,22.0,5.743835616438355,9.014155251141553,2.214611872146118,-3.8
1542,-1.0,27.0,5.798630136986301,9.07351598173516,2.2662100456621004,-2.1
1543,-1.0,26.0,5.853424657534246,9.132876712328766,2.3178082191780818,-0.9
1544,0.4,24.0,5.9082191780821915,9.192237442922375,2.369406392694064,-6.8
1545,-1.0,25.0,5.963013698630136,9.251598173515982,2.4210045662100454,-8.9
1546,-1.0,25.0,6.0178082191780815,9.310958904109588,2.472602739726027,-5.8
1547,-1.0,24.0,6.072602739726027,9.370319634703195,2.524200913242009,-16.5
1548,-1.0,25.0,6.1273972602739715,9.429680365296804,2.5757990867579905,-15.2
1549,-1.0,24.0,6.182191780821917,9.48904109589041,2.627397260273972,-15.8
1550,-1.0,24.0,6.236986301369862,9.548401826484017,2.678995433789954,-19.3
1551,-1.0,24.0,6.291780821917808,9.607762557077626,2.7305936073059356,-25.6
1552,-1.0,24.0,6.346575342465753,9.667123287671233,2.782191780821918,-24.2
1553,-1.0,24.0,6.401369863013698,9.72648401826484,2.8337899543378993,-17.5
1554,0.4,24.0,6.456164383561643,9.785844748858446,2.8853881278538807,-17.2
1555,-1.0,25.0,6.5109589041095886,9.845205479452055,2.936986301369863,-10.8
1556,-1.0,25.0,6.565753424657533,9.904566210045662,2.9885844748858443,-19.0
1557,-1.0,25.0,6.6205479452054785,9.963926940639269,3.0401826484018266,-21.9
1558,-1.0,25.0,6.675342465753424,10.023287671232877,3.091780821917808,-22.4
1559,-1.0,25.0,6.730136986301369,10.082648401826484,3.1433789954337894,-21.4
1560,-1.0,25.0,6.784931506849315,10.14200913242009,3.1949771689497717,-16.3
1561,-1.0,25.0,6.839726027397259,10.201369863013698,3.246575342465753,-18.9
1562,-1.0,25.0,6.894520547945205,10.260730593607306,3.2981735159817345,-19.7
1563,-1.0,25.0,6.94931506849315,10.320091324200913,3.3497716894977168,-7.8
1564,-1.0,25.0,7.004109589041095,10.37945205479452,3.401369863013698,-11.1
1565,5.0,25.0,7.05890410958904,10.438812785388127,3.4529680365296804,-9.5
1566,1.1,29.0,7.113698630136986,10.498173515981735,3.504566210045662,-3.1
1567,0.6,29.0,7.168493150684931,10.557534246575342,3.556164383561643,-0.4
1568,-1.0,29.0,7.223287671232876,10.616894977168949,3.6077625570776255,-0.5
1569,7.3,27.0,7.278082191780821,10.676255707762557,3.659360730593607,-5.8
1570,8.1,26.0,7.332876712328766,10.735616438356164,3.710958904109589,0.0
1571,-1.0,19.0,7.387671232876712,10.79497716894977,3.7625570776255706,-1.8
1572,-1.0,18.0,7.442465753424656,10.854337899543378,3.814155251141552,-11.0
1573,-1.0,19.0,7.497260273972602,10.913698630136986,3.8657534246575342,-13.6
1574,-1.0,19.0,7.552054794520547,10.973059360730593,3.9173515981735156,-12.5
1575,-1.0,19.0,7.606849315068493,11.032420091324202,3.968949771689497,-9.3
1576,0.5,19.0,7.661643835616438,11.091780821917808,4.020547945205479,-2.3
1577,0.2,18.0,7.716438356164383,11.151141552511415,4.072146118721461,-8.3
1578,-1.0,19.0,7.771232876712328,11.210502283105022,4.123744292237443,-16.2
1579,1.1,19.0,7.826027397260273,11.26986301369863,4.175342465753424,-3.3
1580,-1.0,19.0,7.880821917808218,11.329223744292237,4.226940639269406,-6.9
1581,-1.0,19.0,7.935616438356163,11.388584474885844,4.2785388127853885,-7.8
1582,0.7,18.0,7.990410958904109,11.447945205479451,4.330136986301369,0.4
1583,-1.0,16.0,8.045205479452054,11.50730593607306,4.381735159817351,-5.5
1584,-1.0,16.0,8.1,11.566666666666666,4.433333333333334,-11.6
1585,1.1,16.0,8.154794520547945,11.626027397260273,4.484931506849314,-13.2
1586,-1.0,16.0,8.20958904109589,11.685388127853882,4.536529680365296,-6.8
1587,-1.0,16.0,8.264383561643834,11.744748858447489,4.588127853881279,-13.4
1588,-1.0,16.0,8.31917808219178,11.804109589041095,4.639726027397259,-13.5
1589,3.2,16.0,8.373972602739725,11.863470319634702,4.691324200913241,-10.7
1590,8.6,20.0,8.42876712328767,11.92283105022831,4.742922374429224,-0.8
1591,-1.0,28.0,8.483561643835616,11.982191780821918,4.794520547945206,-6.1
1592,0.7,25.0,8.538356164383561,12.041552511415524,4.8461187214611865,-14.6
1593,1.7,18.0,8.593150684931507,12.100913242009133,4.897716894977169,1.3
1594,1.1,11.0,8.64794520547945,12.16027397260274,4.949315068493151,0.1
1595,-1.0,10.0,8.702739726027396,12.219634703196347,5.000913242009133,-1.8
1596,-1.0,8.0,8.757534246575341,12.278995433789953,5.052511415525114,0.7
1597,3.0,6.0,8.812328767123287,12.338356164383562,5.104109589041096,0.6
1598,-1.0,3.0,8.867123287671232,12.397716894977169,5.155707762557078,-2.2
1599,-1.0,-1.0,8.921917808219177,12.457077625570776,5.207305936073059,-4.9
1600,-1.0,-1.0,8.976712328767123,12.516438356164384,5.258904109589041,-6.6
1601,-1.0,-1.0,9.031506849315068,12.575799086757991,5.3105022831050235,-5.1
1602,-1.0,-1.0,9.086301369863014,12.635159817351598,5.362100456621004,-3.2
1603,9.0,-1.0,9.141095890410957,12.694520547945205,5.413698630136986,-2.3
1604,2.5,-1.0,9.195890410958903,12.753881278538813,5.4652968036529685,1.4
1605,-1.0,-1.0,9.250684931506848,12.81324200913242,5.516894977168949,4.6
1606,0.2,-1.0,9.305479452054794,12.872602739726027,5.568493150684931,3.5
1607,-1.0,-1.0,9.360273972602739,12.931963470319635,5.620091324200914,5.7
1608,0.5,-1.0,9.415068493150685,12.991324200913242,5.671689497716896,4.1
1609,-1.0,-1.0,9.46986301369863,13.050684931506849,5.723287671232876,4.5
1610,-1.0,-1.0,9.524657534246574,13.110045662100456,5.774885844748859,4.0
1611,1.3,-1.0,9.579452054794519,13.169406392694064,5.826484018264841,-4.2
1612,1.1,-1.0,9.634246575342464,13.228767123287671,5.8780821917808215,3.2
1613,1.4,-1.0,9.68904109589041,13.288127853881278,5.929680365296804,5.0
1614,2.9,-1.0,9.743835616438355,13.347488584474887,5.981278538812786,0.6
1615,-1.0,-1.0,9.7986301369863,13.406849315068493,6.0328767123287665,0.2
1616,-1.0,-1.0,9.853424657534246,13.4662100456621,6.084474885844749,1.3
1617,1.7,-1.0,9.908219178082192,13.525570776255707,6.136073059360731,0.9
1618,0.6,-1.0,9.963013698630137,13.584931506849315,6.187671232876712,0.4
1619,5.5,-1.0,10.01780821917808,13.644292237442922,6.239269406392694,3.6
1620,0.7,-1.0,10.072602739726026,13.703652968036529,6.290867579908676,4.3
1621,1.6,-1.0,10.127397260273971,13.763013698630136,6.3424657534246585,4.0
1622,-1.0,-1.0,10.182191780821917,13.822374429223744,6.394063926940639,5.9
1623,-1.0,-1.0,10.236986301369862,13.881735159817351,6.445662100456621,6.3
1624,-1.0,-1.0,10.291780821917808,13.941095890410958,6.4972602739726035,2.0
1625,-1.0,-1.0,10.346575342465753,14.000456621004567,6.548858447488584,3.5
1626,-1.0,-1.0,10.401369863013697,14.059817351598173,6.600456621004566,6.7
1627,-1.0,-1.0,10.456164383561642,14.11917808219178,6.652054794520549,0.2
1628,-1.0,-1.0,10.510958904109588,14.178538812785387,6.703652968036529,5.8
1629,-1.0,-1.0,10.565753424657533,14.237899543378996,6.755251141552511,1.2
1630,-1.0,-1.0,10.620547945205479,14.297260273972602,6.806849315068494,1.5
1631,-1.0,-1.0,10.675342465753424,14.35662100456621,6.858447488584474,2.0
1632,-1.0,-1.0,10.73013698630137,14.415981735159818,6.9100456621004565,5.2
1633,-1.0,-1.0,10.784931506849315,14.475342465753425,6.961643835616439,6.2
1634,-1.0,-1.0,10.83972602739726,14.534703196347031,7.013242009132421,8.2
1635,-1.0,-1.0,10.894520547945204,14.594063926940638,7.0648401826484015,6.2
1636,-1.0,-1.0,10.94931506849315,14.653424657534247,7.116438356164384,12.2
1637,-1.0,-1.0,11.004109589041095,14.712785388127854,7.168036529680366,4.3
1638,-1.0,-1.0,11.05890410958904,14.77214611872146,7.219634703196347,2.0
1639,-1.0,-1.0,11.113698630136986,14.831506849315069,7.271232876712329,3.3
1640,-1.0,-1.0,11.168493150684931,14.890867579908676,7.322831050228311,3.3
1641,-1.0,-1.0,11.223287671232876,14.950228310502283,7.374429223744292,7.3
1642,-1.0,-1.0,11.27808219178082,15.00958904109589,7.426027397260274,8.3
1643,-1.0,-1.0,11.332876712328765,15.068949771689498,7.477625570776256,1.7
1644,-1.0,-1.0,11.387671232876711,15.128310502283105,7.529223744292237,2.5
1645,-1.0,-1.0,11.442465753424656,15.187671232876712,7.580821917808219,8.7
1646,-1.0,-1.0,11.497260273972602,15.247031963470318,7.632420091324201,4.2
1647,-1.0,-1.0,11.552054794520547,15.306392694063927,7.684018264840184,3.3
1648,-1.0,-1.0,11.606849315068493,15.365753424657534,7.735616438356164,8.5
1649,-1.0,-1.0,11.661643835616438,15.42511415525114,7.787214611872146,9.7
1650,-1.0,-1.0,11.716438356164383,15.48447488584475,7.838812785388129,5.4
1651,-1.0,-1.0,11.771232876712327,15.543835616438356,7.890410958904109,9.5
1652,0.1,-1.0,11.826027397260273,15.603196347031963,7.942009132420091,9.1
1653,-1.0,-1.0,11.880821917808218,15.66255707762557,7.993607305936074,10.8
1654,-1.0,-1.0,11.935616438356163,15.721917808219178,8.045205479452054,6.3
1655,0.2,-1.0,11.990410958904109,15.781278538812785,8.096803652968037,1.1
1656,-1.0,-1.0,12.045205479452054,15.840639269406392,8.148401826484019,0.1
1657,-1.0,-1.0,12.1,15.9,8.2,5.6
1658,-1.0,-1.0,14.0,19.0,7.4,2.4
1659,-1.0,-1.0,15.4,20.3,8.8,2.4
1660,1.1,-1.0,19.0,25.4,13.0,7.2
1661,0.3,-1.0,16.3,21.2,12.4,11.5
1662,-1.0,-1.0,15.8,20.6,10.0,4.1
1663,-1.0,-1.0,16.7,21.5,12.2,7.8
1664,-1.0,-1.0,17.3,22.2,14.1,10.0
1665,-1.0,-1.0,17.8,23.9,12.0,5.8
1666,-1.0,-1.0,18.9,23.4,11.9,6.7
1667,-1.0,-1.0,17.9,22.5,16.0,12.0
1668,7.8,-1.0,15.1,18.7,11.4,11.1
1669,-1.0,-1.0,16.2,21.5,13.3,10.5
1670,21.4,-1.0,13.5,16.5,11.1,9.1
1671,1.0,-1.0,11.9,14.6,10.2,11.1
1672,-1.0,-1.0,13.5,18.1,9.3,8.0
1673,0.2,-1.0,14.4,18.3,7.5,3.2
1674,-1.0,-1.0,15.2,19.1,13.1,12.4
1675,-1.0,-1.0,17.5,22.2,12.5,7.3
1676,-1.0,-1.0,18.4,23.7,13.0,8.4
1677,3.8,-1.0,20.0,24.2,13.8,8.4
1678,0.9,-1.0,14.1,20.2,12.9,13.3
1679,-1.0,-1.0,14.1,18.0,9.2,6.8
1680,0.9,-1.0,16.0,20.4,10.4,6.8
1681,14.6,-1.0,12.9,18.4,10.4,9.6
1682,3.8,-1.0,13.0,14.6,12.1,11.9
1683,1.1,-1.0,15.8,20.6,9.4,5.7
1684,2.3,-1.0,17.0,21.5,13.1,11.8
1685,-1.0,-1.0,17.5,22.2,14.6,13.8
1686,-1.0,-1.0,20.8,26.0,14.9,11.4
1687,-1.0,-1.0,18.5,23.4,14.5,12.1
1688,-1.0,-1.0,18.1,21.5,13.9,9.6
1689,0.3,-1.0,17.1,19.4,14.6,9.9
1690,-1.0,-1.0,18.5,23.3,13.8,12.5
1691,-1.0,-1.0,20.7,25.3,16.2,11.7
1692,-1.0,-1.0,22.0,27.4,16.1,12.6
1693,-1.0,-1.0,22.9,28.7,16.5,11.7
1694,-1.0,-1.0,25.0,31.2,18.2,14.0
1695,-1.0,-1.0,25.6,30.1,18.9,14.6
1696,-1.0,-1.0,26.7,30.8,18.8,15.8
1697,-1.0,-1.0,25.1,28.8,20.0,15.4
1698,3.8,-1.0,24.2,28.6,17.4,13.9
1699,3.1,-1.0,21.1,25.8,18.3,18.0
1700,6.7,-1.0,22.1,25.8,19.2,17.6
1701,-1.0,-1.0,22.3,27.3,18.4,16.6
1702,-1.0,-1.0,22.3,26.7,16.6,11.7
1703,-1.0,-1.0,23.3,27.8,17.3,12.0
1704,-1.0,-1.0,25.0,29.7,18.6,14.9
1705,-1.0,-1.0,23.9,27.5,17.6,14.6
1706,-1.0,-1.0,24.6,28.3,19.6,15.6
1707,0.3,-1.0,24.7,27.9,21.6,19.9
1708,-1.0,-1.0,24.3,26.8,22.8,21.4
1709,-1.0,-1.0,24.2,26.7,21.8,20.2
1710,-1.0,-1.0,24.0,26.8,21.5,19.5
1711,-1.0,-1.0,24.5,29.2,21.1,17.2
1712,-1.0,-1.0,25.8,31.5,19.9,15.5
1713,0.3,-1.0,25.8,31.7,22.0,17.5
1714,0.3,-1.0,21.5,27.1,17.2,15.3
1715,3.4,-1.0,19.6,26.5,15.9,14.8
1716,-1.0,-1.0,18.3,23.1,14.3,13.1
1717,-1.0,-1.0,19.2,25.0,13.7,11.7
1718,-1.0,-1.0,19.6,24.9,12.1,6.2
1719,-1.0,-1.0,24.0,29.8,19.0,14.0
1720,0.5,-1.0,23.6,29.3,19.8,14.3
1721,0.2,-1.0,20.0,23.6,18.9,17.3
1722,2.2,-1.0,16.2,20.7,14.3,10.9
1723,-1.0,-1.0,16.2,21.9,11.0,8.8
1724,-1.0,-1.0,16.9,21.1,11.1,6.6
1725,-1.0,-1.0,17.8,21.9,15.4,11.6
1726,-1.0,-1.0,17.7,22.5,11.5,6.5
1727,-1.0,-1.0,20.1,25.5,15.6,9.6
1728,4.9,-1.0,20.2,24.4,18.2,12.1
1729,-1.0,-1.0,18.4,23.5,16.3,12.0
1730,18.9,-1.0,14.9,20.5,12.4,7.4
1731,-1.0,-1.0,14.3,19.8,10.3,8.7
1732,-1.0,-1.0,15.0,20.1,8.2,4.5
1733,-1.0,-1.0,17.9,22.0,15.6,14.5
1734,7.2,-1.0,19.0,23.8,15.1,10.8
1735,-1.0,-1.0,16.8,18.7,15.5,15.4
1736,23.9,-1.0,15.1,19.4,12.9,8.8
1737,-1.0,-1.0,14.7,19.0,11.6,7.0
1738,-1.0,-1.0,16.1,18.2,12.1,6.8
1739,-1.0,-1.0,16.5,21.0,11.4,7.5
1740,0.2,-1.0,14.9,16.4,13.8,9.0
1741,0.3,-1.0,16.0,19.5,12.6,7.8
1742,2.0,-1.0,16.8,19.0,15.4,12.3
1743,-1.0,-1.0,16.8,20.8,14.7,10.3
1744,-1.0,-1.0,16.6,20.8,12.8,8.8
1745,-1.0,-1.0,15.4,18.7,11.4,7.7
1746,-1.0,-1.0,15.6,18.8,13.5,9.8
1747,-1.0,-1.0,16.8,21.4,12.9,8.8
1748,-1.0,-1.0,17.2,20.6,14.0,10.0
1749,-1.0,-1.0,19.4,23.5,16.9,14.2
1750,0.1,-1.0,17.8,19.7,16.4,14.2
1751,6.4,-1.0,17.1,19.5,15.0,12.2
1752,25.0,-1.0,15.8,18.4,12.8,10.0
1753,6.0,-1.0,14.4,17.6,10.2,12.2
1754,-1.0,-1.0,13.8,18.3,8.5,5.3
1755,1.9,-1.0,14.3,17.6,11.7,5.7
1756,6.8,-1.0,13.5,17.0,11.8,9.8
1757,3.8,-1.0,11.7,17.5,7.1,3.0
1758,5.8,-1.0,12.4,15.3,9.1,3.2
1759,0.1,-1.0,13.1,16.0,8.9,4.7
1760,-1.0,-1.0,15.5,19.3,13.1,9.5
1761,1.8,-1.0,15.5,18.6,12.5,6.8
1762,1.2,-1.0,16.3,20.2,11.4,6.4
1763,1.0,-1.0,13.6,19.9,11.1,11.2
1764,-1.0,-1.0,11.1,14.9,9.3,6.1
1765,0.2,-1.0,7.5,12.8,4.4,-0.8
1766,-1.0,-1.0,7.2,12.3,2.5,0.1
1767,3.0,-1.0,9.9,11.6,6.8,2.7
1768,-1.0,-1.0,9.3,12.3,7.8,6.2
1769,-1.0,-1.0,7.2,11.7,4.7,5.0
1770,3.1,-1.0,5.5,10.4,-0.8,-5.4
1771,0.2,-1.0,9.7,12.0,7.3,6.2
1772,-1.0,-1.0,10.1,14.3,7.4,1.7
1773,3.8,-1.0,8.2,11.9,6.1,2.8
1774,9.2,-1.0,5.9,7.8,4.2,-0.2
1775,0.8,-1.0,3.5,6.9,1.1,-0.5
1776,1.4,-1.0,8.3,13.1,0.2,-3.9
1777,-1.0,-1.0,8.9,11.6,6.9,1.1
1778,-1.0,-1.0,5.4,8.4,2.8,1.6
1779,11.5,-1.0,5.6,9.3,-1.1,-5.9
1780,0.5,-1.0,11.1,12.1,8.5,8.0
1781,-1.0,-1.0,12.1,17.1,9.7,10.8
1782,-1.0,-1.0,9.1,12.8,4.2,-0.9
1783,-1.0,-1.0,10.4,11.4,9.8,10.0
1784,-1.0,-1.0,12.2,14.9,8.1,3.7
1785,-1.0,-1.0,12.7,15.4,10.7,6.8
1786,-1.0,-1.0,12.1,14.8,10.7,5.6
1787,-1.0,-1.0,11.9,14.5,10.5,5.8
1788,-1.0,-1.0,10.8,11.6,9.8,9.5
1789,5.2,-1.0,10.7,13.7,9.6,9.1
1790,-1.0,-1.0,6.8,11.4,4.2,1.2
1791,-1.0,-1.0,6.0,10.2,2.5,-1.2
1792,3.2,-1.0,8.8,11.0,5.1,-0.8
1793,0.3,-1.0,9.0,11.8,5.7,9.5
1794,6.4,-1.0,6.7,8.3,4.3,0.7
1795,-1.0,-1.0,4.1,6.7,2.2,3.6
1796,0.7,-1.0,2.3,6.1,-1.8,-5.7
1797,-1.0,-1.0,1.9,3.3,1.2,-2.1
1798,-1.0,-1.0,1.2,2.0,0.1,-1.8
1799,-1.0,-1.0,0.1,2.4,-1.5,-1.8
1800,2.1,-1.0,-0.8,2.5,-4.3,-6.4
1801,0.9,0.0,3.2,3.9,2.0,0.4
1802,0.3,-1.0,7.6,10.0,3.9,3.7
1803,-1.0,-1.0,7.9,10.1,6.2,7.3
1804,0.3,-1.0,8.9,10.3,3.9,-1.6
1805,0.0,-1.0,7.8,10.6,4.6,8.0
1806,-1.0,-1.0,5.9,9.8,1.8,-2.7
1807,0.9,-1.0,6.3,7.3,5.2,1.6
1808,0.1,-1.0,6.4,7.6,5.0,5.1
1809,0.6,-1.0,8.3,8.7,7.1,6.9
1810,0.3,-1.0,6.4,8.1,5.8,6.2
1811,0.0,-1.0,5.4,6.1,4.9,4.5
1812,5.3,-1.0,5.4,5.9,4.9,4.3
1813,-1.0,-1.0,5.1,5.5,4.8,4.7
1814,14.6,-1.0,5.1,5.4,4.5,4.1
1815,3.6,-1.0,6.2,7.6,5.0,4.8
1816,0.1,-1.0,5.9,7.9,4.1,4.4
1817,0.3,-1.0,7.3,8.6,2.2,-1.7
1818,-1.0,-1.0,8.4,9.4,7.7,7.5
1819,-1.0,-1.0,6.3,8.4,3.3,6.4
1820,-1.0,-1.0,4.2,6.4,2.7,0.6
1821,-1.0,-1.0,0.0,2.7,-0.9,0.4
1822,-1.0,-1.0,-0.5,1.4,-3.8,-6.9
1823,-1.0,-1.0,-1.3,1.6,-4.0,-4.7
1824,0.0,-1.0,-1.0,0.9,-4.6,-8.5
1825,0.2,-1.0,0.0,2.3,-3.0,-7.7
1826,-1.0,-1.0,-0.7,1.6,-3.2,-2.4
1827,-1.0,-1.0,-4.5,-2.4,-6.5,-10.6
1828,-1.0,-1.0,-2.7,-0.6,-6.4,-11.5
1829,-1.0,-1.0,-4.1,-1.4,-5.4,-8.4
1830,0.9,-1.0,-4.2,-2.5,-6.5,-6.4
1831,-1.0,0.0,0.1,1.7,-2.8,-6.7
1832,-1.0,0.0,1.0,1.8,-0.7,-1.0
1833,-1.0,-0.3333333333333333,-1.3,1.7,-2.8,-3.3
1834,-1.0,-0.6666666666666666,-1.0,-0.3,-1.8,-1.2
1835,1.5,-1.0,-0.7,0.1,-1.6,-2.1
1836,5.5,-1.0,3.6,5.4,-0.5,-0.7
1837,0.7,-1.0,2.4,5.4,0.7,1.5
1838,-1.0,-1.0,-0.4,1.9,-1.6,-3.0
1839,4.0,-1.0,0.7,3.2,-2.9,-8.5
1840,20.5,-1.0,1.8,2.7,-0.3,-0.5
1841,1.0,-1.0,4.0,5.0,2.6,1.9
1842,3.6,-1.0,2.6,3.7,1.9,2.4
1843,0.3,-1.0,1.0,2.0,0.3,0.1
1844,-1.0,0.0,-0.1,0.8,-0.9,-2.4
1845,-1.0,0.4,-1.7,-0.2,-2.0,-3.3
1846,-1.0,0.8,-4.1,-2.0,-4.9,-3.9
1847,0.1,1.2000000000000002,-5.6,-4.9,-6.1,-5.5
1848,3.5,1.6,-3.9,-1.1,-6.1,-5.7
1849,2.8,2.0,-0.2,0.4,-1.3,-1.3
1850,1.3,8.0,0.8,1.2,0.1,-1.1
