,date,rainfall_mm,snow_depth_cm,air_temp,max_temp,min_temp,min_ground_temp
414,2015-01-12,8.8,10.0,-10.6,-9.9,-13.5,-14.9
415,2015-01-13,3.5,18.0,1.2,2.2,-10.4,-10.8
416,2015-01-14,0.0,15.0,1.6,2.9,0.4,0.0
417,2015-01-15,9.5,13.0,1.7,2.8,0.4,-1.9
418,2015-01-16,1.8,20.0,2.0,3.7,0.1,-0.2
419,2015-01-17,1.7,10.0,2.5,3.8,1.2,1.7
420,2015-01-18,0.0,6.0,1.9,2.8,0.9,-0.5
421,2015-01-19,0.7,5.0,-0.6,1.5,-1.9,-2.6
422,2015-01-20,0.2,6.0,-2.5,-1.6,-3.6,-3.5
423,2015-01-21,0.0,6.0,-4.0,-1.3,-6.6,-7.0
424,2015-01-22,0.6,6.0,-7.3,-6.3,-9.3,-9.7
425,2015-01-23,0.5,6.0,-3.8,0.5,-7.6,-7.5
426,2015-01-24,0.0,6.0,-1.2,0.5,-3.9,-5.5
427,2015-01-25,0.0,7.0,-0.9,-0.3,-1.5,-1.8
428,2015-01-26,0.0,7.0,0.8,1.4,-0.7,-0.9
429,2015-01-27,1.2,7.0,0.0,0.9,-1.1,-0.1
430,2015-01-28,0.0,9.0,0.6,1.5,-1.2,-1.4
431,2015-01-29,0.2,7.0,0.6,1.2,-0.3,0.0
432,2015-01-30,0.0,7.0,0.6,1.4,-0.5,-0.2
433,2015-01-31,18.1,7.0,0.6,1.1,-0.7,-1.9
434,2015-02-01,10.5,15.0,0.4,0.6,0.1,-0.1
435,2015-02-02,6.4,16.0,0.7,1.1,0.2,-0.1
436,2015-02-03,0.6,17.0,0.3,1.1,-0.7,-0.1
437,2015-02-04,0.0,17.0,-1.4,0.2,-3.2,-3.9
438,2015-02-05,1.6,17.0,-1.3,-0.4,-1.8,-1.9
439,2015-02-06,0.0,18.0,0.4,3.3,-2.5,-4.0
440,2015-02-07,0.0,19.0,1.0,2.5,-0.5,-2.5
441,2015-02-08,0.0,18.0,-3.0,1.1,-5.2,-4.4
442,2015-02-09,0.9,19.0,-2.6,0.4,-7.2,-10.3
443,2015-02-10,0.0,19.0,4.1,8.3,0.3,0.0
444,2015-02-11,0.0,18.0,3.3,7.1,1.5,0.6
445,2015-02-12,0.0,17.0,1.6,2.7,0.8,1.1
446,2015-02-13,1.3,15.0,1.0,2.2,-1.0,-4.8
447,2015-02-14,1.1,15.0,0.3,1.2,-0.5,-0.1
448,2015-02-15,0.0,15.0,-5.4,0.7,-7.9,-9.7
449,2015-02-16,0.0,15.0,-3.2,-1.6,-8.2,-12.0
450,2015-02-17,1.8,15.0,-1.8,-0.9,-3.7,-5.3
451,2015-02-18,0.0,16.0,1.6,3.7,-1.0,-1.4
452,2015-02-19,0.6,15.0,2.3,3.2,0.8,-1.7
453,2015-02-20,2.3,12.0,2.3,3.1,2.0,1.3
454,2015-02-21,4.5,9.0,1.6,2.3,0.4,0.0
455,2015-02-22,4.9,9.0,1.8,2.8,1.2,0.0
456,2015-02-23,3.8,8.0,2.0,2.9,0.6,0.0
457,2015-02-24,1.5,8.0,2.4,3.0,0.5,0.0
458,2015-02-25,0.0,5.0,3.0,4.3,1.9,0.8
459,2015-02-26,0.1,3.0,1.0,3.5,0.0,-1.1
460,2015-02-27,0.0,2.0,0.8,3.8,-1.0,-0.1
461,2015-02-28,0.0,0.0,1.1,2.1,0.0,-0.3
462,2015-03-01,0.0,0.0,1.7,2.7,0.9,0.4
463,2015-03-02,7.7,0.0,2.4,2.9,1.8,0.3
464,2015-03-03,6.5,0.0,1.8,2.5,0.5,1.1
465,2015-03-04,1.4,0.0,1.2,2.7,0.3,0.0
466,2015-03-05,0.0,0.0,1.3,3.8,0.2,-0.3
467,2015-03-06,4.7,0.0,1.2,2.3,0.4,-0.7
468,2015-03-07,0.3,0.0,1.9,3.7,-0.1,0.1
469,2015-03-08,0.0,0.0,4.5,5.0,3.0,2.7
470,2015-03-09,0.0,0.0,5.9,10.4,4.3,3.0
471,2015-03-10,0.3,0.0,3.2,5.3,0.7,-1.0
472,2015-03-11,0.0,0.0,4.0,7.4,2.2,0.7
473,2015-03-12,0.0,0.0,1.2,5.8,-2.4,-6.7
474,2015-03-13,0.0,0.0,1.3,4.7,-2.7,-8.6
475,2015-03-14,0.0,0.0,2.2,6.9,-2.0,-4.6
476,2015-03-15,0.0,0.0,3.3,7.9,-1.5,-7.0
477,2015-03-16,0.0,0.0,3.4,8.3,-1.3,-7.4
478,2015-03-17,0.0,0.0,3.9,10.8,-1.2,-6.5
479,2015-03-18,0.0,0.0,4.2,12.4,-2.4,-7.1
480,2015-03-19,0.0,0.0,3.2,9.1,-2.7,-8.0
481,2015-03-20,0.0,0.0,2.6,4.2,1.3,-0.1
482,2015-03-21,0.0,0.0,-1.7,2.1,-2.9,-2.7
483,2015-03-22,0.0,0.0,-3.1,0.4,-8.9,-11.3
484,2015-03-23,1.9,0.0,2.1,2.6,-0.1,-0.4
485,2015-03-24,0.0,0.0,5.0,9.3,2.6,2.2
486,2015-03-25,0.7,0.0,-0.8,4.7,-1.6,-2.6
487,2015-03-26,0.0,0.0,0.1,1.6,-3.1,-4.5
488,2015-03-27,4.4,0.0,2.0,2.7,0.8,0.3
489,2015-03-28,1.3,0.0,3.6,5.4,2.4,2.1
490,2015-03-29,3.3,0.0,2.7,4.5,1.3,-0.5
491,2015-03-30,22.5,0.0,1.1,3.5,0.3,0.0
492,2015-03-31,0.4,3.0,2.2,3.2,0.5,0.0
493,2015-04-01,0.2,1.0,2.1,3.9,0.2,-3.8
494,2015-04-02,0.9,0.0,2.0,3.6,1.7,1.4
495,2015-04-03,1.0,0.0,1.9,3.7,-0.3,-2.5
496,2015-04-04,2.2,0.0,2.3,5.3,0.3,0.9
497,2015-04-05,0.1,0.0,2.5,4.8,0.6,0.0
498,2015-04-06,0.0,0.0,4.4,8.9,-1.2,-5.2
499,2015-04-07,0.4,0.0,4.4,7.7,2.4,1.7
500,2015-04-08,0.0,0.0,6.4,9.1,3.6,-1.0
501,2015-04-09,0.0,0.0,7.0,11.0,3.3,1.6
502,2015-04-10,0.0,0.0,6.4,9.8,2.9,1.6
503,2015-04-11,0.0,0.0,7.9,13.8,3.2,0.4
504,2015-04-12,0.4,0.0,6.0,11.5,3.9,1.1
505,2015-04-13,0.0,0.0,5.9,9.2,2.4,0.9
506,2015-04-14,0.0,0.0,3.2,6.3,1.1,-0.1
507,2015-04-15,0.1,0.0,3.9,9.6,-1.3,-3.8
508,2015-04-16,0.8,0.0,3.8,8.0,1.4,-0.4
509,2015-04-17,0.9,0.0,4.0,6.9,1.1,-0.2
510,2015-04-18,0.0,0.0,4.3,6.3,2.5,-0.2
511,2015-04-19,0.0,0.0,6.0,10.9,0.2,-2.1
512,2015-04-20,0.0,0.0,7.7,12.7,3.6,2.1
513,2015-04-21,0.0,0.0,8.5,12.6,3.4,0.5
514,2015-04-22,0.5,0.0,8.5,12.6,4.4,1.1
515,2015-04-23,0.0,0.0,7.2,11.5,4.0,3.3
516,2015-04-24,0.0,0.0,5.6,10.7,1.5,0.0
517,2015-04-25,1.7,0.0,6.4,11.2,-0.2,-2.7
518,2015-04-26,7.1,0.0,5.6,8.1,4.1,3.8
519,2015-04-27,11.2,0.0,5.8,8.4,2.9,3.1
520,2015-04-28,1.3,0.0,9.8,14.4,6.8,6.5
521,2015-04-29,24.0,0.0,5.4,9.2,1.7,4.9
522,2015-04-30,0.0,0.0,4.9,9.6,1.5,1.0
523,2015-05-01,0.2,0.0,8.5,11.4,4.5,2.8
524,2015-05-02,13.5,0.0,5.6,9.6,4.0,5.2
525,2015-05-03,0.1,0.0,7.4,13.0,2.8,0.2
526,2015-05-04,0.0,0.0,7.1,11.4,0.5,-3.1
527,2015-05-05,0.1,0.0,7.7,8.8,6.4,4.3
528,2015-05-06,1.6,0.0,9.8,13.7,7.1,4.5
529,2015-05-07,0.1,0.0,9.3,12.7,7.2,5.2
530,2015-05-08,0.0,0.0,8.0,12.5,5.3,6.4
531,2015-05-09,0.0,0.0,8.7,12.8,5.3,4.1
532,2015-05-10,0.0,0.0,8.4,12.5,2.9,-3.6
533,2015-05-11,0.0,0.0,8.9,13.2,5.9,0.5
534,2015-05-12,6.4,0.0,10.0,14.4,6.2,5.1
535,2015-05-13,2.1,0.0,7.9,10.8,6.5,7.3
536,2015-05-14,0.1,0.0,10.1,15.1,6.8,6.1
537,2015-05-15,0.0,0.0,6.6,10.5,2.8,-0.1
538,2015-05-16,0.0,0.0,8.6,13.8,0.8,-3.1
539,2015-05-17,0.2,0.0,9.6,14.0,5.2,-0.4
540,2015-05-18,0.9,0.0,7.4,10.8,4.2,0.8
541,2015-05-19,0.1,0.0,10.3,14.7,5.5,2.9
542,2015-05-20,3.1,0.0,11.2,15.6,8.5,4.1
543,2015-05-21,2.8,0.0,10.0,14.1,8.3,6.7
544,2015-05-22,0.0,0.0,11.6,16.9,5.9,1.2
545,2015-05-23,1.0,0.0,9.8,13.5,7.4,7.0
546,2015-05-24,0.3,0.0,10.0,15.3,6.1,3.8
547,2015-05-25,0.0,0.0,10.1,16.3,7.0,3.4
548,2015-05-26,0.6,0.0,12.3,17.5,6.1,2.2
549,2015-05-27,0.0,0.0,13.1,17.3,10.1,9.6
550,2015-05-28,0.0,0.0,13.1,17.8,7.7,5.7
551,2015-05-29,1.2,0.0,10.8,14.4,8.1,2.0
552,2015-05-30,0.4,0.0,11.9,14.6,7.0,0.9
553,2015-05-31,0.0,0.0,11.0,15.0,8.9,7.9
554,2015-06-01,1.9,0.0,12.0,17.5,8.3,5.6
555,2015-06-02,0.9,0.0,12.9,17.3,9.6,9.0
556,2015-06-03,1.7,0.0,12.7,15.4,11.0,10.4
557,2015-06-04,0.0,0.0,13.3,17.1,9.4,8.1
558,2015-06-05,0.0,0.0,13.6,18.8,8.4,6.0
559,2015-06-06,0.1,0.0,13.3,15.8,6.7,8.2
560,2015-06-07,0.0,0.0,13.4,17.0,11.8,10.4
561,2015-06-08,5.2,0.0,11.7,16.0,8.6,9.975
562,2015-06-09,0.0,0.0,12.6,17.8,6.7,9.55
563,2015-06-10,0.0,0.0,12.4,16.6,7.4,9.125
564,2015-06-11,0.6,0.0,13.8,18.0,10.1,8.7
565,2015-06-12,0.0,0.0,14.1,19.9,10.1,7.2
566,2015-06-13,0.3,0.0,15.8,21.9,9.5,5.0
567,2015-06-14,11.0,0.0,12.5,17.8,11.0,7.9
568,2015-06-15,0.7,0.0,11.9,15.3,9.6,8.9
569,2015-06-16,0.0,0.0,11.5,14.9,7.9,6.7
570,2015-06-17,1.4,0.0,11.9,16.5,7.3,4.9
571,2015-06-18,19.4,0.0,10.8,13.0,9.7,6.3
572,2015-06-19,0.0,0.0,13.2,16.3,11.0,9.8
573,2015-06-20,1.6,0.0,12.9,16.5,9.9,5.9
574,2015-06-21,2.6,0.0,13.6,18.1,8.8,6.6
575,2015-06-22,0.0,0.0,14.1,17.3,12.0,8.1
576,2015-06-23,16.3,0.0,15.0,19.6,10.0,6.3
577,2015-06-24,6.6,0.0,13.6,17.6,12.1,12.5
578,2015-06-25,0.1,0.0,13.4,14.7,12.4,11.9
579,2015-06-26,0.0,0.0,13.5,17.6,10.9,9.6
580,2015-06-27,1.8,0.0,14.7,19.1,11.5,9.6
581,2015-06-28,0.0,0.0,15.9,20.6,10.6,8.5
582,2015-06-29,0.0,0.0,17.1,22.8,12.1,10.0
583,2015-06-30,3.7,0.0,15.8,19.6,12.3,9.1
584,2015-07-01,0.0,0.0,17.8,22.7,13.4,11.8
585,2015-07-02,0.0,0.0,18.9,23.8,11.5,7.5
586,2015-07-03,0.0,0.0,21.8,27.2,16.0,13.9
587,2015-07-04,0.0,0.0,21.6,27.8,15.8,14.8
588,2015-07-05,0.0,0.0,19.3,24.2,13.8,10.4
589,2015-07-06,4.0,0.0,15.4,20.3,14.1,12.0
590,2015-07-07,0.0,0.0,15.2,17.9,12.6,12.5
591,2015-07-08,3.0,0.0,15.3,18.3,13.2,11.8
592,2015-07-09,0.0,0.0,15.9,19.9,14.1,13.6
593,2015-07-10,0.2,0.0,14.5,17.7,12.0,8.8
594,2015-07-11,0.0,0.0,17.0,21.2,12.4,9.6
595,2015-07-12,4.6,0.0,13.5,18.9,11.5,10.5
596,2015-07-13,0.7,0.0,14.1,17.3,10.4,7.4
597,2015-07-14,0.0,0.0,14.6,19.4,9.9,6.4
598,2015-07-15,0.0,0.0,17.8,23.1,11.2,7.4
599,2015-07-16,5.0,0.0,16.1,20.7,12.6,7.7
600,2015-07-17,0.7,0.0,15.6,19.8,12.1,12.0
601,2015-07-18,8.0,0.0,15.5,19.9,11.9,7.7
602,2015-07-19,0.6,0.0,15.5,18.9,12.0,11.7
603,2015-07-20,2.8,0.0,15.9,20.5,12.8,9.6
604,2015-07-21,5.5,0.0,16.9,22.1,11.1,8.4
605,2015-07-22,0.0,0.0,15.6,19.2,12.6,12.3
606,2015-07-23,0.4,0.0,15.4,19.8,13.2,9.5
607,2015-07-24,0.0,0.0,16.7,19.8,13.5,11.9
608,2015-07-25,0.5,0.0,17.0,21.1,12.8,11.5
609,2015-07-26,3.3,0.0,16.5,20.4,14.7,14.6
610,2015-07-27,0.0,0.0,15.9,19.0,14.2,13.5
611,2015-07-28,0.0,0.0,15.2,20.2,9.5,5.1
612,2015-07-29,0.2,0.0,16.0,20.9,9.7,6.0
613,2015-07-30,24.1,0.0,15.3,18.4,13.6,13.7
614,2015-07-31,5.8,0.0,14.6,19.0,12.1,10.5
615,2015-08-01,0.0,0.0,15.4,21.2,10.6,8.5
616,2015-08-02,0.0,0.0,16.1,19.8,11.0,8.7
617,2015-08-03,0.0,0.0,17.3,21.9,13.5,11.5
618,2015-08-04,0.0,0.0,16.7,21.5,11.4,9.1
619,2015-08-05,20.0,0.0,17.8,21.3,11.2,6.9
620,2015-08-06,0.0,0.0,18.6,23.0,15.3,15.1
621,2015-08-07,0.9,0.0,19.0,23.5,13.7,9.7
622,2015-08-08,0.0,0.0,19.6,24.0,15.3,10.6
623,2015-08-09,0.0,0.0,19.6,25.1,14.8,12.5
624,2015-08-10,0.0,0.0,19.3,24.4,13.5,9.7
625,2015-08-11,0.0,0.0,19.9,24.0,14.1,9.6
626,2015-08-12,0.3,0.0,19.9,24.9,15.9,13.1
627,2015-08-13,0.0,0.0,16.9,21.2,13.4,11.8
628,2015-08-14,0.0,0.0,16.3,21.4,9.2,6.9
629,2015-08-15,0.0,0.0,16.9,22.0,11.6,8.2
630,2015-08-16,0.0,0.0,15.8,21.1,10.3,7.2
631,2015-08-17,0.0,0.0,15.3,20.5,9.2,5.8
632,2015-08-18,0.0,0.0,15.6,21.6,9.1,6.0
633,2015-08-19,0.0,0.0,15.1,19.7,9.3,4.0
634,2015-08-20,0.0,0.0,17.0,22.9,10.1,5.0
635,2015-08-21,0.0,0.0,17.5,22.7,11.1,6.1
636,2015-08-22,0.0,0.0,18.1,24.3,10.9,6.7
637,2015-08-23,0.0,0.0,18.5,25.1,11.8,8.0
638,2015-08-24,0.0,0.0,19.0,23.0,13.1,8.5
639,2015-08-25,0.0,0.0,19.9,23.6,15.4,9.9
640,2015-08-26,2.4,0.0,18.3,21.2,16.6,17.6
641,2015-08-27,5.9,0.0,18.0,21.8,13.5,8.8
642,2015-08-28,11.9,0.0,16.6,19.5,15.7,16.2
643,2015-08-29,0.0,0.0,16.7,22.0,12.4,10.5
644,2015-08-30,3.0,0.0,14.4,20.5,10.0,5.3
645,2015-08-31,0.0,0.0,15.3,20.3,8.8,4.8
646,2015-09-01,0.0,0.0,15.3,18.4,12.0,7.9
647,2015-09-02,12.9,0.0,13.5,16.1,11.6,9.3
648,2015-09-03,4.6,0.0,13.6,15.4,11.3,11.0
649,2015-09-04,2.1,0.0,14.8,19.2,9.6,5.1
650,2015-09-05,8.2,0.0,13.3,17.3,12.0,8.6
651,2015-09-06,0.0,0.0,13.4,16.8,9.2,5.5
652,2015-09-07,4.1,0.0,11.6,14.2,10.1,7.9
653,2015-09-08,0.0,0.0,12.3,16.9,8.2,6.7
654,2015-09-09,0.0,0.0,11.4,16.2,7.3,4.9
655,2015-09-10,0.0,0.0,13.5,20.0,7.6,3.9
656,2015-09-11,0.0,0.0,13.1,17.4,8.4,4.6
657,2015-09-12,0.0,0.0,14.9,18.1,10.2,4.2
658,2015-09-13,0.0,0.0,14.7,17.6,12.9,7.2
659,2015-09-14,0.0,0.0,14.0,16.5,8.5,2.9
660,2015-09-15,10.1,0.0,14.4,16.9,12.7,8.1
661,2015-09-16,2.4,0.0,14.3,15.5,13.5,13.1
662,2015-09-17,0.2,0.0,15.5,16.4,13.9,13.0
663,2015-09-18,6.1,0.0,16.2,17.9,14.6,14.3
664,2015-09-19,0.4,0.0,14.6,17.3,13.0,13.0
665,2015-09-20,2.1,0.0,13.8,17.5,11.2,5.5
666,2015-09-21,4.4,0.0,12.3,13.9,11.1,6.4
667,2015-09-22,0.3,0.0,13.3,16.9,11.2,10.9
668,2015-09-23,0.0,0.0,13.7,15.1,12.5,10.4
669,2015-09-24,0.6,0.0,14.0,18.0,10.5,5.5
670,2015-09-25,2.2,0.0,14.0,16.6,11.9,6.0
671,2015-09-26,1.1,0.0,12.2,17.1,9.6,4.6
672,2015-09-27,0.0,0.0,10.1,14.9,5.7,2.8
673,2015-09-28,0.0,0.0,10.6,13.6,8.4,5.5
674,2015-09-29,0.0,0.0,9.2,13.9,5.6,3.4
675,2015-09-30,0.0,0.0,12.7,16.8,8.6,4.3
676,2015-10-01,1.2,0.0,12.3,17.0,8.3,4.3
677,2015-10-02,0.0,0.0,13.5,17.7,10.9,8.1
678,2015-10-03,0.0,0.0,10.3,14.8,7.0,4.2
679,2015-10-04,0.0,0.0,11.2,15.6,6.0,0.8
680,2015-10-05,0.0,0.0,6.1,11.9,4.3,-0.5
681,2015-10-06,0.0,0.0,3.0,7.6,-1.0,-3.4
682,2015-10-07,0.0,0.0,2.6,8.1,-1.6,-5.6
683,2015-10-08,0.0,0.0,1.7,6.3,-2.4,-6.2
684,2015-10-09,0.0,0.0,1.8,6.1,-2.6,-7.2
685,2015-10-10,0.0,0.0,3.0,5.3,2.0,0.1
686,2015-10-11,0.0,0.0,3.0,9.3,-2.4,-7.4
687,2015-10-12,0.0,0.0,5.7,11.9,1.2,-4.8
688,2015-10-13,0.0,0.0,5.5,11.1,1.5,-4.2
689,2015-10-14,0.0,0.0,7.7,13.2,4.6,-2.8
690,2015-10-15,0.0,0.0,6.6,11.9,2.8,-2.7
691,2015-10-16,0.0,0.0,6.5,11.0,4.7,-1.3
692,2015-10-17,0.0,0.0,4.8,10.2,-0.7,-6.4
693,2015-10-18,0.0,0.0,6.8,11.1,5.0,0.3
694,2015-10-19,0.0,0.0,6.8,10.1,3.6,-0.5
695,2015-10-20,0.0,0.0,5.8,7.5,3.7,-1.2
696,2015-10-21,0.0,0.0,8.0,9.0,6.5,4.4
697,2015-10-22,7.1,0.0,8.5,9.3,6.8,5.5
698,2015-10-23,2.1,0.0,10.1,11.8,8.8,8.6
699,2015-10-24,0.0,0.0,7.3,10.9,4.7,1.7
700,2015-10-25,6.9,0.0,9.2,10.4,4.6,-1.7
701,2015-10-26,0.0,0.0,6.4,9.7,5.0,3.8
702,2015-10-27,0.0,0.0,4.3,8.5,1.3,-0.1
703,2015-10-28,0.0,0.0,0.3,5.2,-3.8,-8.6
704,2015-10-29,0.0,0.0,3.8,7.8,-1.1,-6.6
705,2015-10-30,0.0,0.0,1.6,5.0,-0.6,-6.0
706,2015-10-31,0.0,0.0,6.7,9.2,-0.8,-6.2
707,2015-11-01,0.0,0.0,9.6,10.8,8.8,8.7
708,2015-11-02,0.0,0.0,9.0,11.9,7.4,6.5
709,2015-11-03,0.0,0.0,9.5,13.8,7.1,5.3
710,2015-11-04,0.0,0.0,8.2,10.3,6.3,7.6
711,2015-11-05,0.2,0.0,3.3,7.9,0.9,-4.4
712,2015-11-06,0.0,0.0,5.9,7.8,0.0,-4.9
713,2015-11-07,8.6,0.0,7.2,7.8,6.4,7.0
714,2015-11-08,6.5,0.0,7.7,9.0,6.9,6.7
715,2015-11-09,6.8,0.0,6.5,7.9,4.5,4.3
716,2015-11-10,0.0,0.0,6.3,7.8,5.4,1.7
717,2015-11-11,0.6,0.0,5.2,6.6,3.9,2.7
718,2015-11-12,2.6,0.0,4.3,7.1,0.8,-3.8
719,2015-11-13,3.8,0.0,4.7,7.1,2.4,2.6
720,2015-11-14,0.3,0.0,7.3,9.0,6.6,6.2
721,2015-11-15,7.1,0.0,5.2,7.0,4.3,-0.6
722,2015-11-16,7.5,0.0,5.9,6.3,4.9,4.3
723,2015-11-17,3.5,0.0,6.2,7.7,5.4,4.4
724,2015-11-18,2.1,0.0,5.4,6.9,3.7,0.9
725,2015-11-19,10.5,0.0,4.5,5.7,3.0,2.0
726,2015-11-20,0.9,0.0,2.8,4.9,1.6,3.3
727,2015-11-21,0.6,0.0,1.1,2.1,0.5,0.2
728,2015-11-22,0.0,0.0,-0.2,0.8,-0.7,-0.5
729,2015-11-23,0.2,0.0,-1.6,-0.3,-3.3,-2.8
730,2015-11-24,1.6,0.0,2.0,4.4,-5.0,-9.5
731,2015-11-25,0.0,0.0,4.7,5.7,4.0,3.6
732,2015-11-26,1.7,0.0,2.7,4.4,1.2,1.8
733,2015-11-27,2.0,0.0,6.9,7.5,3.4,1.7
734,2015-11-28,1.8,0.0,5.7,7.8,3.8,5.9
735,2015-11-29,2.5,0.0,4.4,5.6,3.1,3.6
736,2015-11-30,1.2,0.0,4.5,5.5,3.0,2.4
737,2015-12-01,0.0,0.0,2.4,4.2,1.6,1.5
738,2015-12-02,2.3,0.0,0.6,2.7,-2.0,-0.5
739,2015-12-03,1.1,0.0,4.5,7.3,-1.9,-7.2
740,2015-12-04,10.0,0.0,4.5,7.4,-0.7,-3.1
741,2015-12-05,5.2,0.0,5.7,8.0,2.3,2.5
742,2015-12-06,8.8,0.0,8.2,9.3,7.8,7.3
743,2015-12-07,0.0,0.0,5.3,8.6,4.1,4.1
744,2015-12-08,0.6,0.0,3.1,5.1,1.3,0.6
745,2015-12-09,2.8,0.0,6.2,7.4,5.1,4.5
746,2015-12-10,1.6,0.0,6.2,7.6,3.5,2.0
747,2015-12-11,0.0,0.0,5.1,7.8,2.3,4.5
748,2015-12-12,1.5,0.0,2.7,3.9,-0.2,-4.9
749,2015-12-13,4.2,0.0,1.0,4.0,0.2,-0.4
750,2015-12-14,0.0,2.0,-0.5,1.2,-3.3,-0.1
751,2015-12-15,0.0,1.4,-0.1,1.5,-3.5,-5.4
752,2015-12-16,0.1,0.8,1.4,2.6,-1.0,-2.2
753,2015-12-17,12.4,0.20000000000000018,1.8,3.2,0.4,-0.4
754,2015-12-18,3.8,-0.3999999999999999,4.5,7.2,1.8,1.5
755,2015-12-19,2.3,0.0,5.3,7.6,2.7,1.4
756,2015-12-20,0.6,0.0,7.9,10.3,1.6,1.3
757,2015-12-21,0.0,0.0,7.8,8.6,7.1,1.2
758,2015-12-22,1.6,0.0,5.4,7.4,3.5,1.1
759,2015-12-23,0.0,0.0,5.3,7.7,2.5,1.0
760,2015-12-24,1.8,0.0,4.9,6.1,3.2,3.7
761,2015-12-25,3.7,0.0,5.7,6.9,4.8,5.0
762,2015-12-26,0.6,0.0,0.9,5.7,-3.3,1.9
763,2015-12-27,0.0,0.0,-4.8,-2.3,-6.4,-7.7
764,2015-12-28,0.0,0.0,-5.1,-1.8,-7.8,-12.4
765,2015-12-29,0.0,0.0,-5.9,-3.4,-7.8,-11.5
766,2015-12-30,0.0,0.0,-1.7,0.8,-7.4,-12.6
767,2015-12-31,0.0,0.0,-1.2,1.1,-3.9,-0.3
768,2016-01-01,0.0,0.0,-4.8,-3.3,-5.8,-4.9
769,2016-01-02,0.0,0.0,-7.5,-5.8,-8.1,-7.8
770,2016-01-03,2.4,0.0,-9.2,-8.0,-11.0,-11.0
771,2016-01-04,0.0,4.0,-11.7,-5.4,-14.1,-14.4
772,2016-01-05,0.6,3.0,-18.2,-13.7,-20.1,-20.1
773,2016-01-06,0.0,4.0,-21.0,-16.9,-22.1,-21.2
774,2016-01-07,0.0,4.0,-23.4,-21.4,-24.6,-25.3
775,2016-01-08,0.5,4.0,-17.8,-10.6,-25.3,-28.7
776,2016-01-09,0.6,5.0,-11.4,-9.6,-12.6,-11.9
777,2016-01-10,0.7,9.0,-12.3,-11.5,-14.0,-11.0
778,2016-01-11,7.9,10.0,-6.7,-5.9,-11.6,-10.1
779,2016-01-12,3.6,18.0,-7.7,-5.0,-9.2,-9.2
780,2016-01-13,2.1,25.0,-10.4,-8.0,-11.2,-10.0
781,2016-01-14,0.2,22.0,-13.1,-11.1,-13.7,-15.9
782,2016-01-15,0.3,19.0,-10.8,-6.8,-17.0,-20.1
783,2016-01-16,0.3,18.0,-13.8,-9.4,-16.5,-25.4
784,2016-01-17,1.1,17.0,-11.4,-7.8,-15.6,-23.4
785,2016-01-18,2.2,20.0,-13.7,-12.0,-17.2,-25.1
786,2016-01-19,0.0,20.0,-12.5,-10.8,-13.6,-12.8
787,2016-01-20,0.2,19.0,-16.7,-13.5,-18.4,-16.2
788,2016-01-21,0.2,18.0,-16.6,-12.4,-20.6,-24.7
789,2016-01-22,0.0,19.0,-18.1,-13.8,-23.5,-28.4
790,2016-01-23,1.7,19.0,-3.6,-1.8,-13.8,-13.5
791,2016-01-24,8.4,21.0,-2.3,-1.2,-3.0,-3.0
792,2016-01-25,5.0,32.0,-2.3,-0.6,-3.4,-3.1
793,2016-01-26,7.8,32.0,0.7,2.6,-3.2,-3.2
794,2016-01-27,6.5,26.0,1.8,2.8,0.6,0.0
795,2016-01-28,3.4,15.0,2.0,3.6,0.8,1.1
796,2016-01-29,2.2,10.0,1.0,2.5,-0.7,-1.5
797,2016-01-30,0.1,7.0,3.3,4.4,1.5,0.9
798,2016-01-31,0.0,4.0,1.2,3.3,0.0,-1.9
799,2016-02-01,6.7,4.0,0.4,1.3,-1.6,-0.5
800,2016-02-02,4.5,10.0,1.0,2.4,-0.2,-0.2
801,2016-02-03,1.3,11.0,-1.8,1.5,-4.3,-2.0
802,2016-02-04,0.2,12.0,-1.4,0.7,-3.9,-6.5
803,2016-02-05,0.0,12.0,-2.6,0.1,-4.9,-3.8
804,2016-02-06,5.9,11.0,-2.5,0.6,-8.3,-14.3
805,2016-02-07,0.1,9.0,2.1,2.6,0.6,0.1
806,2016-02-08,6.9,5.0,1.8,2.8,0.4,0.5
807,2016-02-09,3.2,3.0,3.1,4.1,1.9,1.4
808,2016-02-10,15.9,0.0,3.1,3.8,1.9,1.3
809,2016-02-11,11.9,0.0,2.4,4.0,1.9,2.3
810,2016-02-12,3.8,0.0,0.6,2.4,0.2,0.0
811,2016-02-13,6.2,3.0,0.7,1.3,0.1,-1.1
812,2016-02-14,3.1,7.0,0.5,1.4,0.1,0.0
813,2016-02-15,0.0,6.0,0.2,2.3,-0.7,0.0
814,2016-02-16,0.0,5.0,-2.8,0.9,-6.0,-7.6
815,2016-02-17,0.0,5.0,-0.3,2.7,-4.7,-6.3
816,2016-02-18,2.6,5.0,-0.2,1.0,-1.6,-2.9
817,2016-02-19,3.0,6.0,0.5,1.0,0.2,-0.3
818,2016-02-20,8.3,8.0,0.1,0.6,-0.2,-0.2
819,2016-02-21,5.2,15.0,0.3,0.8,-0.2,-1.5999999999999999
820,2016-02-22,0.4,16.0,0.2,1.5,-0.8,-3.0
821,2016-02-23,0.0,16.0,-0.8,1.1,-1.8,-3.2
822,2016-02-24,0.0,16.0,0.5,1.6,-3.0,-10.9
823,2016-02-25,0.9,15.0,1.3,1.8,0.5,-2.0
824,2016-02-26,0.7,13.0,-0.9,1.5,-2.7,0.0
